query;seed_ortholog;evalue;score;eggNOG_OGs;max_annot_lvl;COG_category;Description;Preferred_name;GOs;EC;KEGG_ko;KEGG_Pathway;KEGG_Module;KEGG_Reaction;KEGG_rclass;BRITE;KEGG_TC;CAZy;BiGG_Reaction;PFAMs
k105_83130_3;1229909.NSED_03065;3.98e-148;419.0;COG1938@1|root,arCOG00347@2157|Archaea,41SSA@651137|Thaumarchaeota;651137|Thaumarchaeota;S;PAC2 family;-;-;-;ko:K06869;-;-;-;-;ko00000;-;-;-;PAC2
k105_83130_4;1229909.NSED_03080;4.3e-66;202.0;arCOG10530@1|root,arCOG10530@2157|Archaea,41T2M@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_1149_1;436308.Nmar_1739;1.08e-41;137.0;arCOG08769@1|root,arCOG08769@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_1149_2;1229909.NSED_09250;8.98e-62;194.0;arCOG08776@1|root,arCOG08776@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_1149_3;1229909.NSED_09245;9.98e-95;279.0;COG0431@1|root,arCOG04624@2157|Archaea,41T2F@651137|Thaumarchaeota;651137|Thaumarchaeota;S;NADPH-dependent FMN reductase;-;-;-;-;-;-;-;-;-;-;-;-;FMN_red
k105_1149_4;1229909.NSED_09240;1.57e-138;394.0;COG0778@1|root,arCOG00288@2157|Archaea,41S7D@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Cob(II)yrinic acid a,c-diamide reductase;-;-;1.13.11.79;ko:K04719;ko00740,ko01100,map00740,map01100;-;R09083;RC00435,RC02413;ko00000,ko00001,ko01000;-;-;-;Nitroreductase
k105_1308_1;1229909.NSED_06265;1.07e-59;187.0;COG0440@1|root,arCOG04445@2157|Archaea,41SNS@651137|Thaumarchaeota;651137|Thaumarchaeota;E;acetolactate synthase, small;-;-;2.2.1.6;ko:K01653;ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230;M00019,M00570;R00006,R00014,R00226,R03050,R04672,R04673,R08648;RC00027,RC00106,RC01192,RC02744,RC02893;ko00000,ko00001,ko00002,ko01000;-;-;-;ACT,ACT_5,ALS_ss_C
k105_1308_2;1229909.NSED_06270;0.0;1037.0;COG0028@1|root,arCOG01998@2157|Archaea,41S63@651137|Thaumarchaeota;651137|Thaumarchaeota;E;TIGRFAM acetolactate synthase, large subunit, biosynthetic type;-;-;2.2.1.6;ko:K01652;ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230;M00019,M00570;R00006,R00014,R00226,R03050,R04672,R04673,R08648;RC00027,RC00106,RC01192,RC02744,RC02893;ko00000,ko00001,ko00002,ko01000;-;-;-;TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
k105_1308_3;1229909.NSED_06275;1.48e-73;222.0;arCOG10267@1|root,arCOG10267@2157|Archaea,41STA@651137|Thaumarchaeota;651137|Thaumarchaeota;S;SnoaL-like domain;-;-;-;-;-;-;-;-;-;-;-;-;SnoaL_3
k105_1308_4;436308.Nmar_1078;1.4e-168;477.0;COG1830@1|root,arCOG04044@2157|Archaea,41S64@651137|Thaumarchaeota;651137|Thaumarchaeota;E;DeoC/LacD family aldolase;-;-;2.3.1.245;ko:K08321;ko02024,map02024;-;-;-;ko00000,ko00001,ko01000;-;-;-;DeoC
k105_1308_5;436308.Nmar_1079;1.2e-220;611.0;COG1063@1|root,arCOG01459@2157|Archaea,41S98@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Glucose dehydrogenase C-terminus;-;-;1.1.1.14;ko:K00008;ko00040,ko00051,ko01100,map00040,map00051,map01100;M00014;R00875,R01896;RC00085,RC00102;ko00000,ko00001,ko00002,ko01000;-;-;-;ADH_N,ADH_zinc_N
k105_1308_6;436308.Nmar_1080;3e-53;168.0;COG1436@1|root,arCOG04102@2157|Archaea,41T76@651137|Thaumarchaeota;651137|Thaumarchaeota;C;ATP synthase (F/14-kDa) subunit;-;-;-;ko:K02122;ko00190,ko01100,map00190,map01100;M00159;-;-;ko00000,ko00001,ko00002;3.A.2.2,3.A.2.3;-;-;ATP-synt_F
k105_1308_7;436308.Nmar_1081;7.81e-64;195.0;arCOG08700@1|root,arCOG08700@2157|Archaea,41SV2@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_1308_8;1229909.NSED_06300;2.71e-34;119.0;arCOG10573@1|root,arCOG10573@2157|Archaea,41T8W@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_1308_9;436308.Nmar_1083;4.38e-53;168.0;COG5431@1|root,arCOG01120@2157|Archaea,41SW3@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_1308_10;436308.Nmar_1085;0.0;1959.0;COG0458@1|root,arCOG01594@2157|Archaea,41SBF@651137|Thaumarchaeota;651137|Thaumarchaeota;E;MGS-like domain;-;-;6.3.5.5;ko:K01955;ko00240,ko00250,ko01100,map00240,map00250,map01100;M00051;R00256,R00575,R01395,R10948,R10949;RC00002,RC00010,RC00043,RC02750,RC02798,RC03314;ko00000,ko00001,ko00002,ko01000;-;-;-;CPSase_L_D2,CPSase_L_D3,MGS
k105_1308_11;436308.Nmar_1086;2.24e-246;680.0;COG0505@1|root,arCOG00064@2157|Archaea,41SF0@651137|Thaumarchaeota;651137|Thaumarchaeota;E;carbamoyl-phosphate synthase, small subunit;carA;-;6.3.5.5;ko:K01956;ko00240,ko00250,ko01100,map00240,map00250,map01100;M00051;R00256,R00575,R01395,R10948,R10949;RC00002,RC00010,RC00043,RC02750,RC02798,RC03314;ko00000,ko00001,ko00002,ko01000;-;-;-;CPSase_sm_chain,GATase
k105_1308_12;1229909.NSED_06335;1.89e-133;387.0;COG0464@1|root,arCOG01307@2157|Archaea,41SA4@651137|Thaumarchaeota;651137|Thaumarchaeota;D;AAA domain (Cdc48 subfamily);-;-;-;-;-;-;-;-;-;-;-;-;AAA,MIT,Vps4_C
k105_83571_1;436308.Nmar_1367;1.19e-218;611.0;arCOG08650@1|root,arCOG08650@2157|Archaea,41SZ5@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_83571_2;1229909.NSED_07490;3.14e-125;361.0;COG0457@1|root,arCOG03038@2157|Archaea,41SMV@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Transglutaminase-like superfamily;-;-;-;-;-;-;-;-;-;-;-;-;TPR_9,Transglut_core2
k105_1981_1;1229909.NSED_03395;0.0;906.0;COG0018@1|root,arCOG00487@2157|Archaea,41SAI@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Belongs to the class-I aminoacyl-tRNA synthetase family;argS;-;6.1.1.19;ko:K01887;ko00970,map00970;M00359,M00360;R03646;RC00055,RC00523;ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029;-;-;-;Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d
k105_1981_2;436308.Nmar_0685;1.28e-74;229.0;COG0561@1|root,arCOG01213@2157|Archaea,41SIV@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Phosphoglycolate phosphatase;-;-;3.1.3.18;ko:K22223;ko00630,ko01100,ko01110,ko01130,map00630,map01100,map01110,map01130;-;R01334;RC00017;ko00000,ko00001,ko01000;-;-;-;Hydrolase_3
k105_1988_1;436308.Nmar_0742;5.32e-40;141.0;COG1060@1|root,arCOG00656@2157|Archaea,41SEG@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Radical SAM;-;-;2.5.1.120;ko:K18285;ko00130,ko01110,map00130,map01110;-;R10667;RC00021,RC03234;ko00000,ko00001,ko01000;-;-;-;Radical_SAM
k105_1988_2;1229909.NSED_04045;8.33e-46;149.0;COG0011@1|root,arCOG04373@2157|Archaea,41T99@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Thiamine-binding protein;-;-;-;-;-;-;-;-;-;-;-;-;Thiamine_BP
k105_1988_3;1131266.ARWQ01000002_gene611;9.53e-25;95.9;arCOG10538@1|root,arCOG10538@2157|Archaea,41T9G@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_1988_4;1229909.NSED_03715;2.79e-58;181.0;arCOG03272@1|root,arCOG03272@2157|Archaea,41T3V@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_1988_5;1229909.NSED_05510;3.44e-38;129.0;arCOG10521@1|root,arCOG10521@2157|Archaea,41T8A@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2021_1;1229909.NSED_00590;7.12e-168;476.0;COG1270@1|root,arCOG04274@2157|Archaea,41S6I@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Converts cobyric acid to cobinamide by the addition of aminopropanol on the F carboxylic group;cobD;-;6.3.1.10;ko:K02227;ko00860,ko01100,map00860,map01100;M00122;R06529,R07302;RC00090,RC00096;ko00000,ko00001,ko00002,ko01000;-;-;-;CobD_Cbib
k105_2021_2;436308.Nmar_1582;5.66e-125;361.0;COG0368@1|root,arCOG04338@2157|Archaea,41SI6@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Joins adenosylcobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin). Also synthesizes adenosylcobalamin 5'-phosphate from adenosylcobinamide-GDP and alpha-ribazole 5'-phosphate;cobS;-;2.7.8.26;ko:K02233;ko00860,ko01100,map00860,map01100;M00122;R05223,R11174;RC00002,RC00078;ko00000,ko00001,ko00002,ko01000;-;-;-;CobS
k105_2021_3;1229909.NSED_00600;4.01e-95;281.0;COG2266@1|root,arCOG01871@2157|Archaea,41SRI@651137|Thaumarchaeota;651137|Thaumarchaeota;M;MobA-like NTP transferase domain;-;-;2.7.7.62;ko:K19712;ko00860,ko01100,map00860,map01100;-;R05222;RC00002;ko00000,ko00001,ko01000;-;-;-;NTP_transf_3
k105_2021_4;1229909.NSED_00605;1.56e-36;123.0;COG2051@1|root,arCOG04108@2157|Archaea,41SUD@651137|Thaumarchaeota;651137|Thaumarchaeota;J;ribosomal protein;rps27e;-;-;ko:K02978;ko03010,map03010;M00177,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_S27e
k105_2021_5;1229909.NSED_00610;1.03e-58;181.0;COG1631@1|root,arCOG04109@2157|Archaea,41SQZ@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Binds to the 23S rRNA;rpl44e;-;-;ko:K02929;ko03010,map03010;M00177,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_L44
k105_2021_6;1229909.NSED_00615;0.0;971.0;COG1001@1|root,arCOG00693@2157|Archaea,41SZH@651137|Thaumarchaeota;651137|Thaumarchaeota;F;Belongs to the metallo-dependent hydrolases superfamily. Adenine deaminase family;ade;-;3.5.4.2;ko:K01486;ko00230,ko01100,map00230,map01100;-;R01244;RC00477;ko00000,ko00001,ko01000;-;-;-;Adenine_deam_C,Amidohydro_1
k105_2021_7;436308.Nmar_1577;1.3e-102;312.0;COG0459@1|root,arCOG01257@2157|Archaea,41T11@651137|Thaumarchaeota;651137|Thaumarchaeota;O;TCP-1/cpn60 chaperonin family;-;-;-;ko:K22447;-;-;-;-;ko00000,ko03110;-;-;-;Cpn60_TCP1
k105_2110_1;436308.Nmar_1645;4.54e-70;215.0;COG3398@1|root,arCOG02611@2157|Archaea,41T7Q@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Winged helix-turn-helix DNA-binding;-;-;-;-;-;-;-;-;-;-;-;-;HTH_24
k105_2110_2;436308.Nmar_1646;4.24e-53;170.0;arCOG07573@1|root,arCOG07573@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2110_3;1229909.NSED_08915;6.31e-208;592.0;arCOG08793@1|root,arCOG08812@1|root,arCOG08793@2157|Archaea,arCOG08812@2157|Archaea,41T0K@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2369_1;1229909.NSED_03585;4.47e-135;394.0;COG0624@1|root,arCOG01110@2157|Archaea,41SAE@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Peptidase dimerisation domain;-;-;-;-;-;-;-;-;-;-;-;-;M20_dimer,Peptidase_M20
k105_2369_2;436308.Nmar_0693;5.8e-59;186.0;COG2259@1|root,arCOG08092@2157|Archaea;2157|Archaea;S;DoxX family;-;-;1.8.5.2;ko:K15977,ko:K16937;ko00920,ko01120,map00920,map01120;-;R07177;-;ko00000,ko00001,ko01000;3.D.4.9;-;-;DoxX
k105_2369_3;436308.Nmar_0694;4.46e-125;357.0;COG0638@1|root,arCOG00970@2157|Archaea,41SGS@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Component of the proteasome core, a large protease complex with broad specificity involved in protein degradation;-;-;3.4.25.1;ko:K03433;ko03050,map03050;M00342,M00343;-;-;ko00000,ko00001,ko00002,ko01000,ko01002,ko03051;-;-;-;Proteasome
k105_2369_4;436308.Nmar_0695;2.55e-92;271.0;COG2016@1|root,arCOG00985@2157|Archaea,41SSC@651137|Thaumarchaeota;651137|Thaumarchaeota;J;PUA domain;-;-;-;ko:K07575;-;-;-;-;ko00000;-;-;-;PUA
k105_2369_5;436308.Nmar_0696;8.35e-202;563.0;COG0460@1|root,arCOG01351@2157|Archaea,41SAC@651137|Thaumarchaeota;651137|Thaumarchaeota;E;homoserine dehydrogenase;-;-;1.1.1.3;ko:K00003;ko00260,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00270,map00300,map01100,map01110,map01120,map01130,map01230;M00017,M00018;R01773,R01775;RC00087;ko00000,ko00001,ko00002,ko01000;-;-;-;Homoserine_dh,NAD_binding_3
k105_2369_6;1229909.NSED_03610;6.44e-90;263.0;COG0229@1|root,arCOG02815@2157|Archaea,41SMK@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Belongs to the MsrB Met sulfoxide reductase family;msrB;-;1.8.4.12;ko:K07305;-;-;-;-;ko00000,ko01000;-;-;-;SelR
k105_2369_7;1229909.NSED_03615;0.0;893.0;COG1351@1|root,arCOG01884@2157|Archaea,41SF6@651137|Thaumarchaeota;651137|Thaumarchaeota;F;Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor, and NADPH and FADH(2) as the reductant;-;-;-;-;-;-;-;-;-;-;-;-;Thy1
k105_2369_8;1229909.NSED_03620;1.67e-50;161.0;arCOG08659@1|root,arCOG08659@2157|Archaea,41T5K@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2369_9;1229909.NSED_03625;3.84e-160;454.0;arCOG04054@1|root,arCOG04054@2157|Archaea,41SIQ@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2369_10;436308.Nmar_0701;1.12e-240;676.0;COG0365@1|root,arCOG04201@2157|Archaea;2157|Archaea;I;COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases;acsA;-;6.2.1.1;ko:K01895;ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200;M00357;R00235,R00236,R00316,R00926,R01354;RC00004,RC00012,RC00043,RC00070,RC02746,RC02816;ko00000,ko00001,ko00002,ko01000,ko01004;-;-;-;ACAS_N,AMP-binding,AMP-binding_C
k105_84947_1;436308.Nmar_0819;3.51e-192;541.0;COG0156@1|root,arCOG00113@2157|Archaea,41SAP@651137|Thaumarchaeota;651137|Thaumarchaeota;E;8-amino-7-oxononanoate synthase;-;-;2.3.1.29;ko:K00639;ko00260,map00260;-;R00371;RC00004,RC00394;ko00000,ko00001,ko01000,ko01007;-;-;-;Aminotran_1_2
k105_84947_2;1229909.NSED_04535;2.46e-111;327.0;COG0502@1|root,arCOG00658@2157|Archaea,41S9Y@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism;bioB;-;2.8.1.6;ko:K01012;ko00780,ko01100,map00780,map01100;M00123,M00573,M00577;R01078;RC00441;ko00000,ko00001,ko00002,ko01000;-;-;-;BATS,Radical_SAM
k105_84954_1;1229909.NSED_01560;2.03e-106;323.0;COG0449@1|root,arCOG00057@2157|Archaea,41SFG@651137|Thaumarchaeota;651137|Thaumarchaeota;M;TIGRFAM glucosamine--fructose-6-phosphate aminotransferase (isomerizing);-;-;2.6.1.16;ko:K00820;ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931;-;R00768;RC00010,RC00163,RC02752;ko00000,ko00001,ko01000,ko01002;-;-;-;GATase_6,SIS
k105_84954_2;1229909.NSED_01565;1.8e-98;291.0;COG0522@1|root,arCOG04239@2157|Archaea,41SN3@651137|Thaumarchaeota;651137|Thaumarchaeota;J;One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit;rps4;-;-;ko:K02986;ko03010,map03010;M00178,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;S4
k105_84954_3;436308.Nmar_0325;4.21e-89;266.0;COG0099@1|root,arCOG01722@2157|Archaea,41SIW@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits;rps13;-;-;ko:K02952;ko03010,map03010;M00178,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_S13
k105_84954_5;1229909.NSED_01575;9.19e-44;144.0;arCOG08780@1|root,arCOG08780@2157|Archaea,41T84@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_84954_6;1229909.NSED_01580;3.04e-68;211.0;arCOG08779@1|root,arCOG08779@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_84954_7;436308.Nmar_0328;9.62e-159;453.0;COG0803@1|root,arCOG01005@2157|Archaea;2157|Archaea;P;ABC-type metal ion transport system periplasmic component surface adhesin;-;-;-;ko:K09815,ko:K11707;ko02010,map02010;M00242,M00319;-;-;ko00000,ko00001,ko00002,ko02000;3.A.1.15,3.A.1.15.3,3.A.1.15.5;-;-;ZnuA
k105_84954_8;436308.Nmar_0329;3.44e-149;423.0;COG1121@1|root,arCOG00201@2157|Archaea,41S7E@651137|Thaumarchaeota;2157|Archaea;E;PFAM ABC transporter;-;-;-;ko:K02074,ko:K09817,ko:K11710;ko02010,map02010;M00242,M00244,M00319;-;-;ko00000,ko00001,ko00002,ko01000,ko02000;3.A.1.15,3.A.1.15.3,3.A.1.15.5;-;-;ABC_tran
k105_84954_9;436308.Nmar_0330;2.98e-176;497.0;COG1108@1|root,arCOG01006@2157|Archaea;2157|Archaea;P;COG1108 ABC-type Mn2 Zn2 transport systems permease components;-;-;-;ko:K02075,ko:K02077,ko:K09816,ko:K11708,ko:K11709;ko02010,map02010;M00242,M00244,M00319;-;-;ko00000,ko00001,ko00002,ko02000;3.A.1.15,3.A.1.15.3,3.A.1.15.5;-;iAF692.Mbar_A0996;ABC-3
k105_84954_10;436308.Nmar_0331;3.96e-197;554.0;COG1108@1|root,arCOG01006@2157|Archaea;2157|Archaea;P;COG1108 ABC-type Mn2 Zn2 transport systems permease components;-;-;-;ko:K02075,ko:K02077,ko:K09816,ko:K11708,ko:K11709;ko02010,map02010;M00242,M00244,M00319;-;-;ko00000,ko00001,ko00002,ko02000;3.A.1.15,3.A.1.15.3,3.A.1.15.5;-;iAF692.Mbar_A0996;ABC-3
k105_2665_1;436308.Nmar_1066;9.64e-193;542.0;COG0017@1|root,arCOG00406@2157|Archaea,41S93@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp);-;-;-;-;-;-;-;-;-;-;-;-;tRNA-synt_2,tRNA_anti-codon
k105_2665_2;436308.Nmar_1065;2.09e-99;290.0;COG0195@1|root,arCOG01761@2157|Archaea,41T4Q@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Transcription elongation factor;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2665_3;1229909.NSED_06215;1.41e-183;515.0;COG0444@1|root,arCOG00181@2157|Archaea,41S9V@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Oligopeptide/dipeptide transporter, C-terminal region;-;-;-;ko:K02031;ko02024,map02024;M00239;-;-;ko00000,ko00001,ko00002,ko02000;3.A.1.5;-;-;ABC_tran,oligo_HPY
k105_2665_4;436308.Nmar_1060;5.79e-20;84.0;arCOG10572@1|root,arCOG10572@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2665_5;436308.Nmar_1059;6.93e-67;204.0;arCOG08684@1|root,arCOG08684@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2690_4;1229909.NSED_03015;4.05e-52;165.0;arCOG08710@1|root,arCOG08710@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2690_5;1229909.NSED_03010;4.3e-36;123.0;arCOG08736@1|root,arCOG08736@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2690_6;436308.Nmar_0571;2.05e-47;155.0;arCOG08826@1|root,arCOG08826@2157|Archaea,41T53@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_2690_8;436308.Nmar_0570;3.83e-86;257.0;COG2818@1|root,arCOG06523@2157|Archaea;2157|Archaea;L;Methyladenine glycosylase;-;-;3.2.2.20;ko:K01246;ko03410,map03410;-;-;-;ko00000,ko00001,ko01000,ko03400;-;-;-;Adenine_glyco
k105_3100_1;436308.Nmar_0444;6.58e-186;537.0;COG1215@1|root,arCOG01389@2157|Archaea,41SDD@651137|Thaumarchaeota;651137|Thaumarchaeota;M;Glycosyl transferase family group 2;-;-;-;-;-;-;-;-;-;-;-;-;Glyco_tranf_2_3
k105_3100_2;436308.Nmar_0445;5.98e-131;392.0;COG1196@1|root,arCOG00371@2157|Archaea,41T1Y@651137|Thaumarchaeota;651137|Thaumarchaeota;D;Required for chromosome condensation and partitioning;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_85610_2;1229909.NSED_04990;1.03e-312;855.0;COG1199@1|root,arCOG00770@2157|Archaea,41T2V@651137|Thaumarchaeota;651137|Thaumarchaeota;K;HELICc2;-;-;-;-;-;-;-;-;-;-;-;-;Helicase_C_2
k105_85610_3;436308.Nmar_0889;4.57e-22;87.4;arCOG10559@1|root,arCOG10559@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_86118_1;1229909.NSED_06930;2.7e-29;105.0;COG2093@1|root,arCOG04077@2157|Archaea,41SVE@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Transcription elongation factor Spt4;spt4;-;2.7.7.6;ko:K03050;ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020;M00184;R00435,R00441,R00442,R00443;RC02795;br01611,ko00000,ko00001,ko00002,ko01000,ko03021;-;-;-;Spt4
k105_86118_2;1229909.NSED_06925;3.7e-127;363.0;COG1095@1|root,arCOG00675@2157|Archaea,41SGF@651137|Thaumarchaeota;651137|Thaumarchaeota;K;DNA-directed RNA polymerase;-;-;2.7.7.6;ko:K03049;ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020;M00184;R00435,R00441,R00442,R00443;RC02795;br01611,ko00000,ko00001,ko00002,ko01000,ko03021;-;-;-;S1,SHS2_Rpb7-N
k105_86118_3;1229909.NSED_06920;3.15e-227;630.0;COG0489@1|root,arCOG01846@1|root,arCOG00585@2157|Archaea,arCOG01846@2157|Archaea,41SF1@651137|Thaumarchaeota;651137|Thaumarchaeota;D;Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP;-;-;-;ko:K03593;-;-;-;-;ko00000,ko03029,ko03036;-;-;-;FeS_assembly_P,ParA
k105_86118_4;436308.Nmar_1233;1.9e-74;226.0;COG1909@1|root,arCOG04076@2157|Archaea,41SNQ@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Belongs to the UPF0218 family;-;-;-;ko:K09735;-;-;-;-;ko00000;-;-;-;DUF359
k105_86283_5;1229909.NSED_06755;1.55e-59;184.0;arCOG08688@1|root,arCOG08688@2157|Archaea,41T55@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_86283_6;1229909.NSED_06760;7.7e-96;286.0;arCOG08689@1|root,arCOG08689@2157|Archaea,41T5U@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_86283_7;1229909.NSED_06765;1.04e-61;194.0;arCOG08690@1|root,arCOG08690@2157|Archaea,41T98@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_86283_10;1229909.NSED_06770;1.66e-42;142.0;arCOG08691@1|root,arCOG08691@2157|Archaea,41T93@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_86283_11;1229909.NSED_06775;1.36e-41;138.0;arCOG08080@1|root,arCOG08080@2157|Archaea,41SUA@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_3815_1;436308.Nmar_1604;3.91e-159;454.0;COG0704@1|root,arCOG00318@2157|Archaea,41SC5@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Phosphate uptake regulator;-;-;-;-;-;-;-;-;-;-;-;-;MazE_antitoxin,PhoU
k105_3815_2;1229909.NSED_08690;1.3e-195;550.0;COG2262@1|root,arCOG00353@2157|Archaea,41SD4@651137|Thaumarchaeota;651137|Thaumarchaeota;S;GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis;hflX;-;-;ko:K03665;-;-;-;-;ko00000,ko03009;-;-;-;GTP-bdg_M,GTP-bdg_N,MMR_HSR1
k105_3815_3;1229909.NSED_08695;6.46e-102;297.0;COG1303@1|root,arCOG01857@2157|Archaea,41SIR@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Specifically catalyzes the AdoMet-dependent 2'-O-ribose methylation of cytidine at position 56 in tRNAs;-;-;2.1.1.206;ko:K07254;-;-;-;-;ko00000,ko01000,ko03016;-;-;-;Trm56
